Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
15688,Cookstown Road,Tallaght,E0823018,->N,Stop No. 2753,BCT,8230DB002753,707433,728277
15689,Roadstone Retail,Tallaght,E0823018,->NE,Stop No. 2754,BCT,8230DB002754,707521,728735
15690,Belgard Heights,Tallaght,E0823018,->SW,Stop No. 2742,BCT,8230DB002742,707795,728971
15690,Belgard Heights,Tallaght,E0823018,->NE,Stop No. 2755,BCT,8230DB002755,707767,728969
15691,Saint Mark's GAA Club,Tallaght,E0823018,->S,Stop No. 2747,BCT,8230DB002747,707495,727763
15691,Saint Mark's GAA Club,Tallaght,E0823018,->N,Stop No. 2751,BCT,8230DB002751,707480,727724
15692,Cookstown Road,Tallaght,E0823018,->S,Stop No. 2750,BCT,8230DB002750,707382,727459
15692,Cookstown Road,Tallaght,E0823018,->E,Stop No. 2748,BCT,8230DB002748,707393,727408
15693,Taylor's Lane (Pearse Brothers Park),Willbrook,E0823020,->E,Stop No. 2982,BCT,8230DB002982,714337,727075
15693,Taylor's Lane (Pearse Brothers Park),Willbrook,E0823020,->W1,Stop No. 2983,BCT,8230DB002983,714205,727054
15693,Taylor's Lane (Pearse Brothers Park),Willbrook,E0823020,->W2,Stop No. 2952,BCT,8230DB002952,714344,727083
15694,Glenmore Park,Edmondstown (South Dublin),E0823001,->W,Stop No. 2954,BCT,8230DB002954,714286,726672
15695,Church of Our Lady of Good Council,Edmondstown (South Dublin),E0823001,->E,Stop No. 2955,BCT,8230DB002955,714072,726648
15696,Whitechurch Green,Edmondstown (South Dublin),E0823001,->E1,Stop No. 7067,BCT,8230DB007067,714124,726645
15696,Whitechurch Green,Edmondstown (South Dublin),E0823001,->E2,Stop No. 2956,BCT,8230DB002956,714296,726681
15697,Pearse Brothers Park,Willbrook,E0823020,->E,Stop No. 2951,BCT,8230DB002951,714222,727063
15698,Rathfarnham Church,Rathfarnham,E0823016,->NE,Stop No. 2947,BCT,8230DB002947,714310,728700
15699,Taylor's Lane,Willbrook,E0823020,->E1,Stop No. 2949,BCT,8230DB002949,713814,727065
15699,Taylor's Lane,Willbrook,E0823020,->E2,Stop No. 2948,BCT,8230DB002948,713635,727096
15699,Taylor's Lane,Willbrook,E0823020,->W,Stop No. 7449,BCT,8230DB007449,713629,727072
15700,Palmer Park,Willbrook,E0823020,->E,Stop No. 2950,BCT,8230DB002950,714129,727083
15701,Eden Avenue,Rathfarnham,E0823016,->NW,Stop No. 2981,BCT,8230DB002981,714924,727029
15701,Eden Avenue,Rathfarnham,E0823016,->SE,Stop No. 2967,BCT,8230DB002967,714907,727048
15702,Moyville Lawns,Ballyboden,E0823013,->W,Stop No. 2984,BCT,8230DB002984,713785,727048
15703,Three Rock Hockey Club,Rathfarnham,E0823016,->SE,Stop No. 2980,BCT,8230DB002980,715208,726900
15703,Three Rock Hockey Club,Rathfarnham,E0823016,1,Stop No. 2968,BCT,8230DB002968,715219,726900
15704,Whitechurch Road,Ballyboden,E0823013,->N,Stop No. 2965,BCT,8230DB002965,714412,726936
15707,Kilmashogue Cemetery,Rockbrook,E0823007,->S1,Stop No. 2930,BCT,8230DB002930,713509,725525
15707,Kilmashogue Cemetery,Rockbrook,E0823007,->S2,Stop No. 2936,BCT,8230DB002936,713550,725325
15708,Edmondstown Road (Rockbrook Park School),Rockbrook,E0823007,->S,Stop No. 2933,BCT,8230DB002933,713580,724855
15708,Edmondstown Road (Rockbrook Park School),Rockbrook,E0823007,->N,Stop No. 2934,BCT,8230DB002934,713571,724880
15710,Rathfarnham Golf Course,Edmondstown (South Dublin),E0823001,->N,Stop No. 2938,BCT,8230DB002938,713450,725940
15710,Rathfarnham Golf Course,Edmondstown (South Dublin),E0823001,->S,Stop No. 2929,BCT,8230DB002929,713455,725961
15711,Ballyboden Road,Ballyboden,E0823013,->SW,Stop No. 2925,BCT,8230DB002925,713606,727246
15711,Ballyboden Road,Ballyboden,E0823013,->NE,Stop No. 2942,BCT,8230DB002942,713670,727424
15712,Good Council Centre,Ballyboden,E0823013,->S,Stop No. 2926,BCT,8230DB002926,713535,727062
15713,Edmondstown Road,Edmondstown (South Dublin),E0823001,->S,Stop No. 2927,BCT,8230DB002927,713571,726554
15715,River Bank House,Rathfarnham,E0823016,->NE,Stop No. 2943,BCT,8230DB002943,713887,727691
15716,Ballyboden Road,Rathfarnham,E0823016,->N1,Stop No. 2944,BCT,8230DB002944,713990,728000
15716,Ballyboden Road,Rathfarnham,E0823016,->N2,Stop No. 2945,BCT,8230DB002945,714043,728184
15717,Ballyboden Crescent,Ballyboden,E0823013,->NE,Stop No. 2941,BCT,8230DB002941,713579,727217
15718,Rathfarnham Golf Course,Rockbrook,E0823007,->S,Stop No. 2937,BCT,8230DB002937,713478,725607
15719,Edmonstown Green,Ballyboden,E0823013,->N,Stop No. 2940,BCT,8230DB002940,713534,726906
15720,Scouts Den,Corduff (Fingal),E0824018,->NE,Stop No. 1834,BCT,8240DB001834,707817,740044
15721,Saint Patrick's Church,Corduff (Fingal),E0824018,->SE,Stop No. 1835,BCT,8240DB001835,708050,740104
15722,Corduff Estate (Corduff Gardens),Corduff (Fingal),E0824018,->SW,Stop No. 1836,BCT,8240DB001836,708299,739887
15722,Corduff Estate (Corduff Gardens),Corduff (Fingal),E0824018,->NE1,Stop No. 1818,BCT,8240DB001818,708252,739836
15723,Corduff Crescent,Corduff (Fingal),E0824018,->SW,Stop No. 1837,BCT,8240DB001837,708065,739640
15724,Blackcourt Road (Blanchardstown Road),Corduff (Fingal),E0824018,->S,Stop No. 1833,BCT,8240DB001833,707477,739998
15725,Roundabout Damastown Avenue,Mulhuddart,E0824017,->SE,Stop No. 1828,BCT,8240DB001828,706516,740850
15726,Parslickstown Avenue,Mulhuddart,E0824017,->SE,Stop No. 1829,BCT,8240DB001829,706699,740749
15726,Parslickstown Avenue,Mulhuddart,E0824017,->NW,Stop No. 1826,BCT,8240DB001826,706713,740730
15727,Old Navan Road,Mulhuddart,E0824017,->NW1,Stop No. 1825,BCT,8240DB001825,706643,740291
15727,Old Navan Road,Mulhuddart,E0824017,->NW2,Stop No. 1824,BCT,8240DB001824,706799,740168
15727,Old Navan Road,Mulhuddart,E0824017,->SE,Stop No. 1830,BCT,8240DB001830,706623,740318
15728,Coolmine Cottages,Mulhuddart,E0824017,->SE,Stop No. 1831,BCT,8240DB001831,706826,740153
15729,Navan Road,Castleknock,E0824001,->NW,Stop No. 1808,BCT,8240DB001808,709498,737825
15729,Navan Road,Castleknock,E0824001,->SE,Stop No. 1845,BCT,8240DB001845,709599,737803
15730,Navan Road (Old Race Course),Ashtown,E0822001,->NW,Stop No. 1807,BCT,8240DB001807,710506,737311
15730,Navan Road (Old Race Course),Ashtown,E0822001,->SE,Stop No. 1847,BCT,8240DB001847,710457,737367
15731,Castleknock Road (Park Lodge),Castleknock,E0824001,->NW,Stop No. 1849,BCT,8240DB001849,708471,737974
15731,Castleknock Road (Park Lodge),Castleknock,E0824001,1,Castleknock Road,BCT,825000494,708470,737974
15732,Whitestown Estate,Blanchardstown,E0824024,->S1,Stop No. 1867,BCT,8240DB001867,706414,739599
15732,Whitestown Estate,Blanchardstown,E0824024,->S2,Stop No. 1850,BCT,8240DB001850,706458,739821
15733,Fire Station,Blanchardstown,E0824024,->SE,Stop No. 1884,BCT,8240DB001884,706702,738456
15733,Fire Station,Blanchardstown,E0824024,->NW,Stop No. 1844,BCT,8240DB001844,706696,738448
15734,Skelligs Court,Blanchardstown,E0824024,->SW,Stop No. 1838,BCT,8240DB001838,708150,739662
15735,Main Street Blanchardstown (Ramor Park),Blanchardstown,E0824024,->NW,Stop No. 1814,BCT,8240DB001814,707829,738713
15735,Main Street Blanchardstown (Ramor Park),Blanchardstown,E0824024,->SE,Stop No. 1840,BCT,8240DB001840,707809,738757
15735,Main Street Blanchardstown (Ramor Park),Blanchardstown,E0824024,1,Main Street Blanchardstown,BCT,8240PB000561,707807,738757
15736,Blanchardstown Village (Mill Road),Blanchardstown,E0824024,->SE,Stop No. 1841,BCT,8240DB001841,708064,738558
15737,Blanchardstown Village (near junction River Road),Blanchardstown,E0824024,->E,Stop No. 1842,BCT,8240DB001842,708316,738452
15737,Blanchardstown Village (near junction River Road),Blanchardstown,E0824024,->W,Stop No. 1813,BCT,8240DB001813,708159,738511
15738,FAS Centre Roundabout,Mulhuddart,E0824017,->NW,Stop No. 1827,BCT,8240DB001827,706473,740851
15739,Auburn Roundabout,Castleknock,E0824001,->W,Stop No. 1810,BCT,8240DB001810,709162,738032
15740,Castleknock Gate Estate,Castleknock,E0824001,->E,Stop No. 1693,BCT,8240DB001693,710202,736864
15740,Castleknock Gate Estate,Castleknock,E0824001,->W,Stop No. 1669,BCT,8240DB001669,710145,736837
15741,Old Race Course,Ashtown,E0822001,->W,Stop No. 1668,BCT,8240DB001668,710446,736912
15741,Old Race Course,Ashtown,E0822001,->E,Stop No. 1694,BCT,8240DB001694,710470,736932
15742,Ashtown Gate,Ashtown,E0822001,->W,Stop No. 1667,BCT,8220DB001667,710832,736924
15742,Ashtown Gate,Ashtown,E0822001,->E,Stop No. 1695,BCT,8240DB001695,710848,736940
15743,Damestown Close,Mulhuddart,E0824017,->E,Stop No. 1719,BCT,8240DB001719,705830,741041
15744,Corduff Grove,Corduff (Fingal),E0824018,->SW,Stop No. 1822,BCT,8240DB001822,707876,740060
15745,Blackcourt Road,Corduff (Fingal),E0824018,->S1,Stop No. 2289,BCT,8240DB002289,708066,740228
15745,Blackcourt Road,Corduff (Fingal),E0824018,->S2,Stop No. 1820,BCT,8240DB001820,708053,740223
15746,Roundabout Waterville Row,Corduff (Fingal),E0824018,->NE,Stop No. 1816,BCT,8240DB001816,707856,739329
15747,Corduff Estate (Corduff Crescent),Corduff (Fingal),E0824018,->NE2,Stop No. 1817,BCT,8240DB001817,708083,739664
15748,Corduff Estate (Blackcourt Avenue),Corduff (Fingal),E0824018,->NW,Stop No. 1819,BCT,8240DB001819,708104,740063
15749,Hartstown Park,Blanchardstown,E0824024,->SW,Stop No. 1876,BCT,8240DB001876,705291,739642
15750,Hazelwood Estate,Blanchardstown,E0824024,->N,Stop No. 1877,BCT,8240DB001877,705181,739302
15751,Oakview Estate,Blanchardstown,E0824024,->E,Stop No. 1878,BCT,8240DB001878,705391,739055
15752,Blakestown Cross,Blanchardstown,E0824024,->E,Stop No. 1879,BCT,8240DB001879,705796,739067
15753,Pinebrook Estate,Blanchardstown,E0824024,->SW,Stop No. 1875,BCT,8240DB001875,705397,739850
15754,Briarwood Estate,Blanchardstown,E0824024,->NW,Stop No. 1871,BCT,8240DB001871,706250,740023
15755,Huntstown Road,Blanchardstown,E0824024,->NW,Stop No. 1872,BCT,8240DB001872,705993,740143
15756,Huntstown Green,Blanchardstown,E0824024,->W,Stop No. 1873,BCT,8240DB001873,705711,740239
15756,Huntstown Green,Blanchardstown,E0824024,->NE,Stop No. 1863,BCT,8240DB001863,705517,740122
15757,Huntstown Court,Blanchardstown,E0824024,->SW,Stop No. 1874,BCT,8240DB001874,705498,740071
15759,Lambourne Estate,Clonsilla,E0824026,->W,Stop No. 1888,BCT,8240DB001888,705628,738175
15759,Lambourne Estate,Clonsilla,E0824026,->E,Stop No. 1896,BCT,8240DB001896,705525,738193
15760,Cunninghams Funeral Home,Clonsilla,E0824026,->W,Stop No. 1889,BCT,8240DB001889,705309,738195
15761,Outside Train Station,Clonsilla,E0824026,->NE,Stop No. 1890,BCT,8240DB001890,704971,738203
15762,Mount View Road,Blanchardstown,E0824024,->E,Stop No. 1880,BCT,8240DB001880,705932,739074
15763,Millennium Park,Blanchardstown,E0824024,->E,Stop No. 1883,BCT,8240DB001883,706533,738482
15764,Blakestown National School,Blanchardstown,E0824024,->S,Stop No. 1870,BCT,8240DB001870,706447,739863
15765,Whitechapel Avenue,Blanchardstown,E0824024,->W,Stop No. 1856,BCT,8240DB001856,706265,738985
15766,Church,Blanchardstown,E0824024,->E,Stop No. 1857,BCT,8240DB001857,705901,739071
15767,Inglewood Estate,Blanchardstown,E0824024,->W,Stop No. 1858,BCT,8240DB001858,705709,739040
15768,Willow Wood Estate,Blanchardstown,E0824024,->W,Stop No. 1859,BCT,8240DB001859,705388,739044
15769,Coolmine Estate,Blanchardstown,E0824024,->E,Stop No. 1855,BCT,8240DB001855,706504,738468
15770,Clonsilla Park,Blanchardstown,E0824024,->SW,Stop No. 1852,BCT,8240DB001852,707534,738689
15771,Coolmine Woods,Blanchardstown,E0824024,->SW,Stop No. 1853,BCT,8240DB001853,707189,738368
15772,Coolmine Road,Blanchardstown,E0824024,->SW,Stop No. 1854,BCT,8240DB001854,706978,738251
15773,Ashfield Gardens,Blanchardstown,E0824024,->SE,Stop No. 1865,BCT,8240DB001865,705970,740172
15774,Ashfield Park,Blanchardstown,E0824024,->SE,Stop No. 1866,BCT,8240DB001866,706223,740042
15775,Sacred Heart Church,Blanchardstown,E0824024,->E,Stop No. 1864,BCT,8240DB001864,705707,740252
15776,Saint Ciaran's Church,Blanchardstown,E0824024,->S,Stop No. 1860,BCT,8240DB001860,705172,739300
15777,Beechwood Downs,Blanchardstown,E0824024,->NE,Stop No. 1861,BCT,8240DB001861,705301,739679
15778,Castlewood Estate,Blanchardstown,E0824024,->NE,Stop No. 1862,BCT,8240DB001862,705406,739895
15779,Balseskin Recreational Centre,St. Margaret's,E0824020,->NW,Stop No. 1551,BCT,8240DB001551,712715,741291
15779,Balseskin Recreational Centre,St. Margaret's,E0824020,->SE,Stop No. 1556,BCT,8240DB001556,712765,741273
15780,Airport Logistics Park,St. Margaret's,E0824020,->N,Stop No. 1552,BCT,8240DB001552,712533,742335
15781,The Ward Road,St. Margaret's,E0824020,->N,Stop No. 1553,BCT,8240DB001553,712633,743016
15782,Saint Margaret's Road,St. Margaret's,E0824020,->S,Stop No. 1554,BCT,8240DB001554,712638,742975
15783,M50 Flyover,St. Margaret's,E0824020,->NW,Stop No. 1550,BCT,8240DB001550,712981,741058
15783,M50 Flyover,St. Margaret's,E0824020,->SE,Stop No. 1557,BCT,8240DB001557,712983,741077
15784,Malahide Road (Balgriffin Road),Balgriffin,E0824042,->S,Stop No. 1217,BCT,8240DB001217,721143,741332
15784,Malahide Road (Balgriffin Road),Balgriffin,E0824042,->N,Stop No. 1206,BCT,8240DB001206,721133,741321
15785,Laurel Lodge Road,Carpenterstown,E0824025,->NW,Stop No. 1517,BCT,8240DB001517,707821,737585
15785,Laurel Lodge Road,Carpenterstown,E0824025,->SE,Stop No. 1684,BCT,8240DB001684,707817,737607
15786,Blanchardstown Shopping Centre,Blanchardstown,E0824024,->E,Stop No. 1545,BCT,8240DB001545,707470,739281
15787,Bishop's Orchard Boulevard,Tyrrelstown (Fingal),E0824044,->E,Stop No. 1546,BCT,8240DB001546,707516,742244
15788,Cappagh Cross,Blanchardstown,E0824024,->NW,Stop No. 1580,BCT,8240DB001580,710904,739915
15789,Castleknock Halting Site,Cloghran,E0824043,->SE,Stop No. 1581,BCT,8240DB001581,710924,739912
15790,Cappagh Hospital,Finglas,E0822024,->NW,Stop No. 1579,BCT,8240DB001579,711489,739461
15790,Cappagh Hospital,Finglas,E0822024,->SE,Stop No. 1582,BCT,8240DB001582,711603,739380
15791,Morton Stadium,Santry,E0824019,->SW,Stop No. 1638,BCT,8240DB001638,716893,740507
15791,Morton Stadium,Santry,E0824019,->NE,Stop No. 1625,BCT,8240DB001625,716818,740432
15792,Dublin Airport Logistics Park,St. Margaret's,E0824020,->S,Stop No. 1555,BCT,8240DB001555,712546,742239
15792,Dublin Airport Logistics Park,St. Margaret's,E0824020,->W,Dublin Airport Logistics Park,BCT,8240PB000538,712429,742199
15792,Dublin Airport Logistics Park,St. Margaret's,E0824020,->E,Dublin Airport Logistics Park,BCT,8240PB000537,712432,742213
15793,Hospital,Finglas,E0822024,->SE,Stop No. 1561,BCT,8240DB001561,711304,739488
15794,Fingal Cemetery,Kinsealy,E0824023,->S,Stop No. 1216,BCT,8240DB001216,721090,741567
15795,Malahide Road (Seabury Road),Malahide,E0824009,->E,Stop No. 1073,BCT,8240DB001073,720393,746053
15796,Lanesborough Estate,Charlestown (Dublin City),E0822061,->SW,Stop No. 1181,BCT,8240DB001181,712992,740853
15797,Charlestown Estate,Charlestown (Dublin City),E0822061,->NE,Stop No. 1182,BCT,8240DB001182,712974,740843
15798,Seamount View Estate,Swords,E0824015,->E,Stop No. 1050,BCT,8240DB001050,719137,746343
15798,Seamount View Estate,Swords,E0824015,->W,Stop No. 1039,BCT,8240DB001039,719204,746331
15799,Kilbarrack Parade,Kilbarrack,E0822043,->NE,Stop No. 1012,BCT,8240DB001012,722877,739383
15801,Malahide Road (Foxwood Estate),Swords,E0824015,->W,Stop No. 1040,BCT,8240DB001040,718747,746374
15802,Malahide Road (Ashley Drive),Swords,E0824015,->E,Stop No. 1041,BCT,8240DB001041,718767,746377
15803,Kinsealy School,Kinsealy,E0824023,->N,Stop No. 1212,BCT,8240DB001212,721188,742709
15804,junction Posey Row,Kinsealy,E0824023,->N,Stop No. 1213,BCT,8240DB001213,721132,742367
15805,Church,Kinsealy,E0824023,->S,Stop No. 1214,BCT,8240DB001214,721116,742123
15806,Malahide Road,Kinsealy,E0824023,->S,Stop No. 1215,BCT,8240DB001215,721062,741908
15807,Elmsworth,Kinsealy,E0824023,->N,Stop No. 1211,BCT,8240DB001211,721195,742791
15808,Inisfails Gaa Club,Kinsealy,E0824023,->N,Stop No. 1207,BCT,8240DB001207,721065,741611
15809,Saint Doulough's Church,Kinsealy,E0824023,->N,Stop No. 1208,BCT,8240DB001208,721077,742009
15810,Saint Doulough's Park Nursing Home,Kinsealy,E0824023,->N,Stop No. 1209,BCT,8240DB001209,721116,742306
15811,Malahide Road,Kinsealy,E0824023,->N,Stop No. 1210,BCT,8240DB001210,721151,742538
15812,Carpenterstown Park (Sycamore Drive),Carpenterstown,E0824025,->W2,Stop No. 4520,BCT,8240DB004520,707347,737341
15812,Carpenterstown Park (Sycamore Drive),Carpenterstown,E0824025,->E,Stop No. 1681,BCT,8240DB001681,707411,737350
15813,Sycamore Avenue,Carpenterstown,E0824025,->N,Stop No. 1682,BCT,8240DB001682,707598,737418
15814,Carpenterstown Avenue,Carpenterstown,E0824025,->NE,Stop No. 1683,BCT,8240DB001683,707680,737587
15815,Oaktree Green,Carpenterstown,E0824025,->S,Stop No. 1679,BCT,8240DB001679,707609,737425
15816,Roundabout Hawthorn Lawn,Castleknock,E0824001,->NW,Stop No. 1674,BCT,8240DB001674,708700,737613
15817,Castleknock Road (The Laurels),Castleknock,E0824001,->NW,Stop No. 1675,BCT,8240DB001675,708611,737805
15817,Castleknock Road (The Laurels),Castleknock,E0824001,->SE,Stop No. 1687,BCT,8240DB001687,708600,737838
15818,Oaktree Lawn,Carpenterstown,E0824025,->SW,Stop No. 1678,BCT,8240DB001678,707692,737587
15819,Castleknock Lodge,Castleknock,E0824001,->SE,Stop No. 1689,BCT,8240DB001689,709037,737086
15820,Peck's Lane,Castleknock,E0824001,->W,Stop No. 1671,BCT,8240DB001671,709387,736927
15820,Peck's Lane,Castleknock,E0824001,->E,Stop No. 1690,BCT,8240DB001690,709342,736967
15821,Fionn Uisce,Castleknock,E0824001,->SE,Stop No. 1691,BCT,8240DB001691,709709,736869
15822,Park View Estate,Castleknock,E0824001,->E,Stop No. 1692,BCT,8240DB001692,709952,736803
15823,Oak Lawns,Castleknock,E0824001,->SE,Stop No. 1688,BCT,8240DB001688,708828,737472
15825,Castleknock Road (Church),Castleknock,E0824001,->N,Stop No. 1673,BCT,8240DB001673,708918,737191
15826,A.L.S.A.A. Sports Club,Dublin Airport,E0824041,->NE,Stop No. 1630,BCT,8240DB001630,717523,742736
15826,A.L.S.A.A. Sports Club,Dublin Airport,E0824041,->SW,Stop No. 1631,BCT,8240DB001631,717548,742742
15827,Toberbunny Lodge,Dublin Airport,E0824041,->SW,Stop No. 1632,BCT,8240DB001632,717441,742608
15828,Dardistown Cemetery,Dublin Airport,E0824041,->SW,Stop No. 1633,BCT,8240DB001633,717141,742298
15828,Dardistown Cemetery,Dublin Airport,E0824041,->N,Stop No. 1629,BCT,8240DB001629,717049,742167
15829,Collinstown Business Park,Dublin Airport,E0824041,->S,Stop No. 1634,BCT,8240DB001634,717065,742197
15830,Northwood Plaza,Santry,E0824019,->NE,Stop No. 1626,BCT,8240DB001626,717006,740779
15831,Santry Business Park,Santry,E0824019,->N,Stop No. 1627,BCT,8240DB001627,717158,741237
15832,Collinstown Business,Dublin Airport,E0824041,->N,Stop No. 1628,BCT,8240DB001628,717064,741843
15833,Phoenix Park Main Gate,Castleknock,E0824001,->NW,Stop No. 1670,BCT,8240DB001670,709848,736793
15833,Phoenix Park Main Gate,Castleknock,E0824001,->NW1,Castleknock Road Dublin,BCT,8240PB000460,709846,736793
15834,Castleknock Park,Castleknock,E0824001,->W,Stop No. 1672,BCT,8240DB001672,709170,737011
15835,Sports Ground,Dublin Airport,E0824041,->S,Stop No. 1635,BCT,8240DB001635,717083,741620
15836,Swords Road #3,Santry,E0824019,->S,Stop No. 1636,BCT,8240DB001636,717177,741238
15837,Swords Road #2,Santry,E0824019,->SW,Stop No. 1637,BCT,8240DB001637,717016,740765
15838,Saint Joseph's Hospital,Clonsilla,E0824026,->NW,Stop No. 1891,BCT,8240DB001891,704455,738606
15838,Saint Joseph's Hospital,Clonsilla,E0824026,->SE,Stop No. 1893,BCT,8240DB001893,704528,738570
15839,The Hill Malahide #1,Malahide,E0824009,->S,Stop No. 3627,BCT,8240DB003627,722822,745133
15839,The Hill Malahide #1,Malahide,E0824009,->N,Stop No. 3631,BCT,8240DB003631,722814,745134
15840,Saint Sylvester's GAA Club,Malahide,E0824009,->S,Stop No. 3628,BCT,8240DB003628,722798,744779
15841,The Hill Malahide,Malahide,E0824009,->N,Stop No. 3629,BCT,8240DB003629,722708,744413
15842,Scoil Iosa School,Malahide,E0824009,->N,Stop No. 3630,BCT,8240DB003630,722787,744743
15843,The Hill Malahide,Malahide,E0824009,->S,Stop No. 3626,BCT,8240DB003626,722745,745386
15843,The Hill Malahide,Malahide,E0824009,->N,Stop No. 3632,BCT,8240DB003632,722730,745405
15845,Mayfair Estate,Malahide,E0824009,->NW,Stop No. 3623,BCT,8240DB003623,723294,746114
15846,Saint James's Terrace,Malahide,E0824009,->S,Stop No. 3624,BCT,8240DB003624,722779,746169
15847,Saint Andrew's Grove,Malahide,E0824009,->S,Stop No. 3625,BCT,8240DB003625,722694,745755
15848,Yellow Walls Road,Malahide,E0824009,->W,Stop No. 3636,BCT,8240DB003636,722069,745939
15848,Yellow Walls Road,Malahide,E0824009,->E,Stop No. 3583,BCT,8240DB003583,722014,745939
15849,McCreavie's Lane,Malahide,E0824009,->W,Stop No. 3637,BCT,8240DB003637,721706,745836
